ID,SMILES,dockscore
ZINC000332025255,C[C@@H]1CN(C(=O)NCC2(CS(C)(=O)=O)CCC2)[C@@H](C)[C@H]1C,-20.33
ZINC000559629007,Cc1nnsc1CN1C(=O)N[C@@]2(CCCc3sccc32)C1=O,-33.78
ZINC000416094288,COCCCCN(C)C(=O)CCN1C(=O)[C@@H]2CCCC[C@@H]2C1=O,-32.28
ZINC000134334264,CCNC(=O)N1CC[C@@H](NC(=O)c2ccc(NC(C)C)nc2)C1,-42.14
ZINC000533586626,COC[C@H](NC(=O)N[C@@H]1[C@@H]2CCO[C@H]2C12CCC2)C(C)C,-25.38
ZINC000189049706,CCCCN(C)C(=O)C1CCN(C(=O)[C@@H]2CCCO[C@H]2C)CC1,-27.68
ZINC000425414395,COC(=O)[C@@H](CCN(CC(F)F)C(C)C)c1ccccc1,-20.88
ZINC000428170930,Cn1cc(C(=O)NCC2CN(S(C)(=O)=O)C2)c2ccccc21,-36.79
ZINC000354825707,CC[C@@H](CNC(=O)C(=O)Nc1cccc(COC(C)C)c1)OC,-37.35
ZINC000415420509,Cc1cc(NC(=O)C(=O)N(C)[C@H](C)CN)n(-c2ccc(Cl)cc2)n1,-29.1
ZINC000453585986,CCCCN(CC)C(=O)C(=O)Nc1cc(C)cc(C(N)=O)c1,-46.58
ZINC000369105471,O=C(CC1OCCCO1)N1CCC(Sc2ccccn2)CC1,-41.59
ZINC000515312888,C[C@H](C(=O)NC(C)(C)C)N1CCN2C(=O)[C@H](N)C[C@@H]2C1,-18.59
ZINC000448691914,CC1(C)CN(C(=O)[C@H]2CCC[C@@H]2c2ccccc2)CCO1,-22.53
ZINC000340720498,CN(C(=O)c1cc([N+](=O)[O-])cnc1O)[C@@H]1CCNC1=O,-48.64
ZINC000425943223,COCC1(CN[C@@H]2C[C@H](c3ccccc3)[C@H]2C)CCOCC1,-15.11
ZINC000412416217,Cc1ccc(C(=O)N[C@H](C(=O)N[C@H](CO)[C@@H](C)O)C(C)C)cc1,-18.94
ZINC000343167329,COC[C@H](NC(=O)NCc1noc(C2CC2)n1)c1ccc(F)cc1,-30.5
ZINC000299395024,C[C@H](CCc1ccc2c(c1)OCO2)NC(=O)Nc1ccncc1,-27.41
ZINC000107037457,Cc1nn(C)c(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)c1C,-63.37
ZINC000270693817,CC[C@H](C)[C@H](O)C(=O)NCc1ccc(CN2C[C@@H](C)O[C@@H](C)C2)cc1,-40.58
ZINC000267413560,C/N=C(/NCc1ccccc1F)NCc1ncccc1C,-19.56
ZINC000373831701,Cc1noc(-c2ccnc(N3CCN(C[C@H](C)O)C[C@@H]3C)c2)n1,-30.77
ZINC000346792661,CC[C@@H]1C(=O)N(CC)CCN1C(=O)C(=O)NCc1cnn(C)c1C,-28.74
ZINC000225454069,O=S(=O)(NCc1ccn(Cc2ccccc2)n1)C1CC1,-40.26
ZINC000578072205,CC(C)=CCC[C@@H](C)CC(=O)N(C)c1ccn(C)n1,-34.53
ZINC000235209587,C[C@@H](NCc1nnc2ccccn21)c1ccnn1C,-38.53
ZINC000361123669,O=C(CCc1cncc2ccccc21)NCCOCCO,-24.8
ZINC000105289809,Cc1cccc2c1CC[C@H]2NC(=O)N1CCC(N2CCCC2=O)CC1,-37.43
ZINC000181806030,O=C(NCCCOCC1CC1)c1ccc(F)cn1,-32.96
ZINC000123420476,Cn1c(=O)cccc1C(=O)Nc1nc2ccccc2n1C1CCCC1,-30.19
ZINC000331904203,O=C(Nc1ccccc1)NC1CCN(CC2(O)CCCC2)CC1,-17.13
ZINC000356218768,CSc1ccc(CN2CC[C@@H](CN(C)C)C2)s1,-19.84
ZINC000459236874,CC(C)C[C@@H]1C[C@H]1NC(=O)N(CCCO)Cc1ccccc1,-28.41
ZINC000297905225,CN(C)[C@H](CNC(=O)NC[C@H]1CC[C@@H](CO)O1)c1ccco1,-25.85
ZINC000440478371,CC(C)c1ncc(CN(C)[C@H](C)c2nnnn2C)cn1,-28.34
ZINC000557045867,CO[C@H](C(=O)N=c1cc(CC2CCCCC2)[nH][nH]1)c1ccccc1,-43.04
ZINC000369673477,CCOC(=O)CCS(=O)(=O)N[C@H]1C[C@H](OCC)C12CCCC2,-45.44
ZINC000415724426,O=C(NC[C@H]1CCCNC1)N[C@@H](C1CC1)C(F)(F)F,-15.54
ZINC000346448115,CC[C@@H]1C[C@@H](C(=O)N(C)CCOc2ccccc2C)CC(=O)N1,-34.2
ZINC000413786996,C[C@@H](C(=O)OC(C)(C)C)C(=O)N1CCC(CC(F)(F)F)CC1,-39.78
ZINC000012504543,CCOc1ccc(/C=C2\SC(=S)N(CC(=O)O)C2=O)cc1,-68.46
ZINC000582938760,CC(C)[C@H]1OCC[C@H]1CNC(=O)c1cnn(C)c1Cc1ccccc1,-36.08
ZINC000323315045,C[C@H](N[C@@H]1COC[C@@H]1O)c1cccc([N+](=O)[O-])c1,-27.77
ZINC000420014342,COc1ccc(C(=O)C2CCN(C(=O)C(=O)N[C@H](C)CN)CC2)cc1,-36.41
ZINC000497072472,COC(=O)NCCC(=O)N1C[C@H](C(C)C)[C@H]1C(C)C,-28.25
ZINC000333715577,O=C(NC[C@@H]1CCNC1)N1CCOC[C@@H]1c1ccc(F)cc1,-21.31
ZINC000355083930,CCOC(=O)CC1CCN(C(=O)C(=O)NC[C@@H](C)COC)CC1,-29.35
ZINC000269146783,Cc1cc(C(=O)NCCc2cccc(O)c2)c(C)n1C,-33.81
ZINC000135280845,CC(C)(C)OC(=O)NCCCNc1cccc(CO)c1,-36.43
ZINC000265964127,C[C@@H](CO)[C@H](C)NC(=O)Nc1ccccc1SCC(N)=O,-31.34
ZINC000178296353,CC[C@H](NCCC(=O)N(C)C)c1ccc(Cl)s1,-16.19
ZINC000346366716,OC[C@@H]1C[C@@H](F)CN1C[C@H](O)CN1C[C@@H](F)C[C@H]1CO,-23.38
ZINC000447633449,CC(C)COc1ccc(C(C)(C)C(=O)NCCc2nc(=O)o[nH]2)cc1,-64.35
ZINC000279572033,CCOc1ccc(S(=O)(=O)N(C)c2nccc(OC)n2)cc1,-40.85
ZINC000544467632,Cc1ncoc1C(=O)N1CCC2(CCOCC2)[C@@H]1C,-34.65
ZINC000412756484,CC[C@H](NC(=O)c1nc(SC)n2ccccc12)[C@@H](O)C(C)C,-35.62
ZINC000360248750,O=C(CCc1ncccn1)N1CCC(C(F)(F)F)(C(F)(F)F)C1,-32.59
ZINC000489697322,CCC1(CNS(=O)(=O)c2cnc(C)c(C(=O)OC)c2)CCCC1,-29.03
ZINC000530178839,Fc1ccc2oc(CN[C@@H]3CCNC34CCC4)cc2c1,-21.87
ZINC000155689061,Cc1n[nH]c(C)c1[C@@H](C)CC(=O)N[C@@H](C(N)=O)C(C)C,-28.28
ZINC000091167234,COCCCOCCN(C)C(=O)Nc1cc(F)c(OC)c(F)c1,-32.23
ZINC000424551579,O=C(NC[C@@H]1CCNCC1(F)F)C(=O)N[C@@H]1CC=CCC1,-37.5
ZINC000330017344,OCC1(/N=C(/O)C2CCC(/N=C(/O)C3CC3)CC2)CC1,-37.9
ZINC000537914689,CC[C@@H](C)[C@H](NC(=O)N1CCCC1)C(=O)NCCCCC(N)=O,-26.42
ZINC000423998185,Cc1cc(C(=O)N2CC[C@H](C)[C@@H](CN)C2)nn1-c1ccccc1,-23.97
ZINC000453297566,C[C@@H](NCC[C@@H]1C[C@@H]2C=C[C@H]1C2)c1ccc(NS(C)(=O)=O)cc1,-28.79
ZINC000287502418,C[C@H](NC[C@@H](C1CC1)N(C)Cc1ccccc1)c1ccc(=O)[nH]n1,-32.89
ZINC000188621397,CC[C@@H](NS(=O)(=O)c1ccco1)c1ccc2c(c1)OCCO2,-40.78
ZINC000416592778,C[C@@H](C(=O)OC(C)(C)C)N(C1CC1)S(=O)(=O)c1cnnn1C,-21.24
ZINC000013142483,CCNc1nc(NCC)nc(N(C)/N=C\c2ccco2)n1,-23.12
ZINC000191699738,CCc1ccc(CSCc2nnnn2CC(F)(F)F)cc1,-37.83
ZINC000340263336,CSc1n[nH]c(NC(=O)c2cnc(-c3ccccc3F)s2)n1,-42.36
ZINC000446536931,CCC1(CC)CCN(C(=O)Cc2ccc3c(c2)OCO3)C1,-32.67
ZINC000262735392,C[C@@H]1CNCC[C@@H]1NC(=O)[C@@H]1Oc2ccccc2O[C@H]1C,-23.55
ZINC000335463090,C[C@H]1CCSCCN1C(=O)Nc1cccc(C#N)n1,-24.45
ZINC000358605691,Cc1ccc(S(=O)(=O)N[C@H]2COc3ccc(Cl)cc32)o1,-42.02
ZINC000432044812,COC(=O)[C@H]1CCCN2C(=O)N(CCc3ncc(C)cn3)C(=O)[C@@H]12,-33.16
ZINC000334060248,CO[C@H]1CC[C@@H](NC(=O)Nc2ccc(CS(C)(=O)=O)cc2)C1,-27.26
ZINC000158689692,COc1cc(Br)c(CNc2nnc(C)n2C)cc1OC,-41.41
ZINC000282197713,Cc1nn(C)c2ncc(C(=O)N[C@H]3CCC(=O)N[C@@H]3C)cc12,-32.92
ZINC000268982409,O=C(O)C[C@H]1CSCCN1C(=O)C=C(C1CC1)C1CC1,-68.28
ZINC000176629845,C[C@H]1C(=O)N(C[C@H](O)CO[C@@H]2CCCc3ccccc32)C(=O)[C@H]1C,-36.9
ZINC000452675863,CC(C)[C@@H](Oc1ccc(Cl)cc1)C(=O)N1CC[C@](O)(C(F)F)C1,-31.64
ZINC000430862850,CC1=C[C@H](C)CN(C(=O)N[C@@H]2C[C@H](C)N(c3ccccc3)C2=O)C1,-22.9
ZINC000458516075,CC[C@H](NC(=O)NCC[C@@H](C)N(C)Cc1ccccc1)[C@@H](C)O,-10.64
ZINC000452449754,CCN1CCCC[C@H]1C(=O)N1CCC[C@@H](CC(C)(C)C(N)=O)C1,-13.66
ZINC000448836295,CN(C(=O)c1cc2c([nH]1)CCCC2)C(C1CC1)C1CC1,-29.34
ZINC000152999930,C#CCOc1ccc(CNCCCO[C@@H]2CCOC2)cc1,-13.45
ZINC000357240795,C[C@@H](C(=O)N1CC[C@@H](CN2CCCCC2)C1)C1CNC1,-10.11
ZINC000503727783,CN(Cc1ccco1)C[C@@H]1OC[C@H]2CCN(Cc3ccncc3)C[C@H]12,-19.32
ZINC000492924043,CCO/C=C/C(=O)N[C@@H]1CCc2c1cccc2Cl,-26.98
ZINC000450380200,C[C@@H](CO[C@@H]1CCOC1)Nc1nccc(-c2cnccn2)n1,-31.28
ZINC000292026706,C[C@H](CN(C)Cc1ccccc1)NC(=O)[C@@H]1COC(=O)N1,-26.89
ZINC000420266636,CN(CC(=O)N1CCNCC1)Cc1ccc(C(F)(F)F)cn1,-25.43
ZINC000061371308,O=C(O)c1cccc(C(=O)N[C@@H]2CCCc3sccc32)c1,-67.43
ZINC000267837935,COC(=O)c1c(C2CC2)csc1NC(=O)C(=O)N1CC[C@@H](C)C1,-29.89
ZINC000155038079,Cc1noc(C2CC2)c1NC(=O)NCCCCN1CCC(C)CC1,-25.95
ZINC000334612582,Cn1cnc2c(c1=O)CCN(CCc1ccccc1F)C2,-30.05
ZINC000418990203,CO[C@H](CN=c1nc(O)c2cnn(C)c2[nH]1)CC(C)C,-26.3
ZINC000330499572,COCn1nc(C)c(S(=O)(=O)Nc2ncc(C)o2)c1C,-45.44
ZINC000054793392,Cc1ccc(C(C)C)cc1O[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)C,-36.51
ZINC000554070686,CC[C@@H](C)[C@H](OC)C(=O)NC(C)(C)c1ccccc1F,-20.85
ZINC000261630249,O=C(N[C@@H]1[C@H]2CNC[C@H]21)c1ccc2c(c1)CCC(=O)N2,-29.27
ZINC000527633849,Cn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,-23.09
ZINC000157837111,CC(C)COc1ccc(C(=O)NC[C@@H](C)CC(=O)O)cc1,-56.95
ZINC000345502499,CCCCNC(=O)Cc1noc(CC2(C)CCCC2)n1,-36.43
ZINC000496006795,CC(C)[C@@H]1OCC[C@H]1C(=O)O[C@H]1CC(=O)N(C(=O)OC(C)(C)C)C1,-34.05
ZINC000190436062,COC(=O)[C@@H](C)N(C(=O)c1cn(CCC(C)C)nn1)C1CCC1,-25.4
ZINC000284913957,C[C@H]1[C@H](c2ccccc2)CCN1C(=O)NCCC1(O)CCC1,-28.27
ZINC000520520214,C[C@H]1CCCC[C@H]1CNS(=O)(=O)c1ccc(Cl)c(C#N)c1,-36.15
ZINC000355322580,CSc1ccc([C@H](C)NS(=O)(=O)c2cccnc2C#N)cc1,-36.64
ZINC000299143411,CCN(C[C@H]1CCCO1)C(=O)C(=O)N(C)CC1(c2ccccc2)CC1,-32.44
ZINC000340725100,Cn1ncc(C(=O)N2CCC[C@H](Cc3ccccc3)C2)c1C1CC1,-41.83
ZINC000418322521,C[C@@H](c1cccc(O)c1)N(C)C(=O)NC[C@@H]1CCCNC1,-15.17
ZINC000345874360,CCCc1ccc(C(=O)NCc2ccccc2S(N)(=O)=O)cc1,-40.3
ZINC000277211949,CC(C)NS(=O)(=O)NCCNc1cnccc1C#N,-29.78
ZINC000412787734,CCN(Cc1occc1C)C(=O)[C@@H](C)Cc1c(C)nn(C)c1C,-33.35
ZINC000426328204,CC[C@H]1C(=O)N(CC)CCN1C(=O)C(=O)c1cnn(CC)c1,-36.77
ZINC000535910236,Cc1nnc(NCCc2cnc(C3CC3)nc2)c(C#N)c1C,-40.41
ZINC000497217387,CO[C@H](C)[C@@H](C)NC(=O)[C@H]1CCCN1C(=O)OCC(F)(F)F,-34.94
ZINC000276873495,O=C(NCCc1cccnc1)N[C@@H]1CCCN(C2CCCCC2)C1=O,-30.17
ZINC000344198364,Cc1ccccc1OCCNC(=O)[C@@H]1CC[C@H](O)C1,-31.86
ZINC000345537768,O=C(CCNC(=O)Cc1ccccc1)N[C@@H]1C[C@@H]1c1ccc(F)cc1,-32.5
ZINC000183389189,Cc1nn(C)c(C)c1S(=O)(=O)N[C@H]1CCCOCC1,-37.26
ZINC000271543817,Cc1cnn(Cc2cc(C(=O)N[C@H]3CCO[C@@H](C(C)C)C3)no2)c1,-26.97
ZINC000155600474,COc1ccc2c(c1)OC[C@H](C(=O)N1CCCc3cccc(O)c31)C2,-27.14
ZINC000356898243,C[C@@H]1[C@H](C)N(C)CCN1C(=O)C1(c2cccc(F)c2)CC1,-31.66
ZINC000289733153,Cc1ncc2n1CC[C@@H](c1nc(-c3cc(C)ccn3)no1)C2,-37.97
ZINC000487363539,C[C@@H]1[C@H](CO)CCN1S(=O)(=O)c1csc2ccc(Cl)cc21,-27.49
ZINC000366721451,COCCn1cc(S(=O)(=O)N[C@@H]2C[C@H](c3ccccc3)[C@@H]2C)cn1,-31.75
ZINC000451913481,CCS[C@H](C)c1noc(CN2CC[C@H]([C@H](O)C(F)(F)F)C2)n1,-36.86
ZINC000226186859,C[C@H](C(=O)N[C@@H](C#N)C1CCCCC1)n1cccn1,-30.98
ZINC000153674889,CCc1ncc(C(=O)N2C[C@@H](C)N[C@H](C)C2)s1,-38.12
ZINC000078973145,COC[C@@H](NC(=O)Nc1ccc(-n2ccnn2)cc1)c1ccc(C)o1,-40.74
ZINC000278657317,C[C@H]1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC[S@]1=O,-29.28
ZINC000132772503,O=C(Cn1ccnc1[C@H](O)c1ccccc1)N1CCCCC1,-34.06
ZINC000182564390,CC(C)[C@H]1OCCC[C@@H]1CNC(=O)c1cccc(O)c1,-32.56
ZINC000352116494,Cc1nc([C@H](C)N2CC[C@@H](C(F)(F)F)[C@H](CO)C2)no1,-29.3
ZINC000355907978,CCO[C@@H]1C[C@@H](N(C)CCN2CCCS2(=O)=O)C1(C)C,-29.21
ZINC000448674177,CCCN(CC)C(=O)c1ccc(C(C)(F)F)nc1,-40.52
ZINC000338996846,COC(=O)[C@@H]1CC12CCN([C@H]1CC[C@@H](C)C1)CC2,-3.86
ZINC000194408529,CN(Cc1cc(Cl)cs1)C[C@@H](O)CN1CCOCC1,-26.95
ZINC000055482160,CC(=O)N1CCc2cc(C(=O)NC[C@H]3CCC[C@H](C)C3)ccc21,-33.17
ZINC000350560206,CC(C)(C)Oc1cccc(C[S@](=O)c2cccc(O)c2)n1,-38.2
ZINC000562320887,Cc1cccc2c1OC[C@H](NC(=O)c1ccc(N(C)C)c(F)c1)C2,-25.79
ZINC000292477697,Cc1nc(C(=O)N2CCN(CCCOCC(F)(F)F)CC2)c(C)o1,-47.79
ZINC000152039395,N[C@@H](CNC(=O)Cc1coc(-c2cccs2)n1)c1ccccc1,-16.0
ZINC000248699030,CCn1cc([C@H]2CN(CC(=O)N[C@H](C)C(C)C)CCO2)cn1,-34.28
ZINC000503729471,CN1CCN(C[C@@H]2OC[C@@H]3CN(Cc4ccncc4)CC[C@@H]23)CC1,-12.85
ZINC000370575807,CN(C)c1noc([C@@H]2CCCN2C(=O)C(F)(F)C2(O)CCCC2)n1,-27.84
ZINC000105917000,Cc1nc(CN2CCCN(CCOc3ccccc3C)CC2)no1,-37.54
ZINC000356701834,Cc1cccc(CS(=O)(=O)NC[C@@H](C)C(F)(F)F)c1,-32.04
ZINC000295674176,C[C@@H](C(=O)N[C@@H](C)CCCCO)c1ccc(Br)cc1,-39.4
ZINC000368796891,CC[C@@H](NC(=O)N1CC[C@]2(C1)c1ccccc1NC2=O)c1ccccc1,-28.3
ZINC000359899666,COc1ccc(CN[C@@H](CO)C2CCOCC2)cc1Br,-14.03
ZINC000265861033,CCN(C)C(=O)CN1CCCN(Cc2ccccc2)C[C@H]1C,-14.28
ZINC000136386593,O=C(N[C@@H]1CCCN(Cc2ccccc2)C1)C1CC(=O)C1,-31.33
ZINC000495271634,COC(=O)[C@H]1CCCC[C@@H]1OC(=O)[C@@H](C)NC(=O)OC(C)(C)C,-28.9
ZINC000367681545,Cc1ncccc1CN1C[C@H](c2ccccc2)[C@@H]2COCC[C@H]21,-13.88
ZINC000088408941,COc1ccc(F)c(NC(=O)NCCc2cccs2)c1,-36.12
ZINC000264888405,Cc1ccccc1[C@@H](O)CNC(=O)[C@H](O)c1cccnc1,-44.49
ZINC000492743955,COc1ccc(/C=C\C(=O)N(C)[C@@H](C)C(C)C)cc1O,-22.93
ZINC000288127445,COc1ccc(C(=O)NCc2nc[nH]c2C)c(C)c1OC,-33.77
ZINC000291686137,Cc1ccc(O[C@H](C)CNC(=O)N2CCC(F)(F)[C@H](CO)C2)cc1,-31.13
ZINC000457531730,O=C(NCCCN1CCCCC1)N[C@@H]([C@@H](CO)C1CC1)C1CC1,-17.91
ZINC000331267852,COc1cc(/C(O)=N/C[C@@H]2CCO[C@@H](C)C2)cc(Cl)c1O,-54.5
ZINC000409418603,COC(=O)C1=N[C@H]2C(Br)=CN=C2C=C1,-32.85
ZINC000274283589,COC(=O)C1(C(=O)NCc2cc(F)ccc2N2CCOCC2)CC1,-25.15
ZINC000290296290,COc1ccc(C[C@H](C)N[C@@H](CO)C2CCCC2)cc1,-14.72
ZINC000408131768,CC(C)(C)[C@H]1CCN(S(=O)(=O)c2ccccc2Cl)C[C@H]1O,-32.16
ZINC000331557680,CC(C)C(=O)N1CCCN(C(=O)NC[C@@H]2C[C@@H](C)O[C@@H]2C)CC1,-24.62
ZINC000423925482,C[C@@H](CC(=O)NCc1noc(-c2ccccc2F)n1)[C@H]1CCCNC1,-23.42
ZINC000050116047,COc1ccccc1CNC(=O)CN1CCC[C@@H]1CO,-27.15
ZINC000355847829,Cc1cncc(-c2noc(CCn3cncn3)n2)c1,-35.72
ZINC000358653970,C[C@H](SCc1ncc(Cl)s1)C(=O)NCC(F)(F)F,-31.86
ZINC000458664182,CC[C@@H](O)[C@@H](CC)NC(=O)NCCN1C(=O)NC2(CCCC2)C1=O,-31.54
ZINC000002743633,CCCCN1C(=O)/C(=C/c2cc(C)n(C)n2)NC1=S,-31.62
ZINC000152653115,CN1CCN(C(=O)Cc2cccc(C(F)(F)F)c2)CC1=O,-39.38
ZINC000408376941,C[C@]1(C2CC2)NC(=O)N(CC(=O)N2CCC(O)(C(F)F)CC2)C1=O,-30.06
ZINC000354670222,COCCCC(=O)N(C)C[C@@H](O)COc1ccc(C(F)(F)F)cc1,-30.88
ZINC000426381032,COC[C@@H](C)n1ccc(=NC(=O)c2c(C)cccc2C)[nH]1,-31.54
ZINC000009814305,C[C@H]1CCCC[C@@H]1NC(=O)Cc1csc(NC(=O)c2ccco2)n1,-38.67
ZINC000176399016,COC(=O)C(C)(C)CNC(=O)Nc1ccc(C)cc1OC,-25.78
ZINC000412280388,CC[C@@](C)(O)CN(Cc1ccccc1)C(=O)[C@@H](C)CC(F)F,-25.53
ZINC000341198881,C[C@H]1Cc2cc([N+](=O)[O-])ccc2N1C(=O)COC(F)F,-32.94
ZINC000335292720,Cc1cnc(NC(=O)c2cncc(Br)c2)o1,-30.07
ZINC000349901289,O=C(Nc1ccn(CC(F)F)n1)N1CCC=C(c2ccco2)C1,-34.6
ZINC000283424714,CN1CCN(C(=O)CCN2CCO[C@@H](c3ccccc3)C2)CC1,-29.91
ZINC000347398198,Cc1cc(C(F)(F)F)nc(=NCCCN2CCCC2)[nH]1,-24.53
ZINC000350862183,CCCc1nc(=NC(=O)N(C)[C@H]2CCN(C)C2=O)s[nH]1,-63.94
ZINC000181518368,CN(CC(=O)N(C)c1nccs1)c1ccc(F)c(Cl)c1,-38.69
ZINC000336320190,Cn1cnc(NC(=O)Cc2c(F)cccc2Cl)n1,-37.54
ZINC000248252036,CCCCCCCC(=O)Nc1ccc(OCC(N)=O)cc1,-31.03
ZINC000574771095,C[C@H](S[C@H]1CCc2ccccc2C1)C(=O)NC1CC1,-32.34
ZINC000350192256,C=C(C)CN(C)C(=O)C(=O)Nc1cc2c(cc1[N+](=O)[O-])OCCCO2,-35.11
ZINC000292393713,COC(=O)[C@H](CC(C)C)N(C)Cc1ccc(C(N)=O)cc1[N+](=O)[O-],-33.2
ZINC000262902637,O=C(O)[C@H]1CC[C@@H](NC(=O)C2(OCc3ccccc3)CCOCC2)C1,-58.44
ZINC000356931304,CC[C@H](NC(=O)CC(=O)NC)c1cc(F)cc(Br)c1,-26.82
ZINC000298851894,CC(C)n1ncnc1CNC(=O)C[C@@H](C)C(=O)c1cccc(F)c1,-39.34
ZINC000353767295,COC[C@H](C)CNC(=O)N[C@@H](CO)CC1CCC1,-18.38
ZINC000560364943,COCCCn1cc(C)c(NC(=O)C(=O)NCCCC2CC2)n1,-26.32
ZINC000302253877,C[C@@H](O)CN1CCN(c2ccc(OC(F)(F)F)cn2)C[C@H]1C,-26.6
ZINC000079316653,Cc1cc(F)cc(C(=O)N[C@H](C)c2ccc(-n3cncn3)cc2)c1,-32.97
ZINC000490464836,COC(=O)CCCS(=O)(=O)N1C[C@H](C(F)(F)F)OC(C)(C)C1,-24.62
ZINC000378408009,Clc1ccc(C2=CCN(c3nnnn3-c3ccccc3)CC2)cn1,-45.15
ZINC000341827575,Cc1nc(Cn2nnc(NC(=O)[C@@H]3CCO[C@@H]3C(C)C)c2C)no1,-32.12
ZINC000416786507,CNC[C@@H]1CCN(C(=O)N[C@@H](C)c2ccccc2)C1,-32.12
ZINC000416849447,CC(C)C[C@@H](NC(=O)NC1CCC(N)CC1)c1ccccc1,-21.71
ZINC000576750754,O=C(O)C1CCN(S(=O)(=O)N2CCC[C@H]3COCC[C@@H]32)CC1,-52.38
ZINC000348217349,CCC[C@]1(C)NC(=O)N([C@@H](C)COc2cccc(C)c2)C1=O,-30.27
ZINC000285538357,CN(C[C@@H]1CCC[C@@H]1O)C(=O)C(=O)NC[C@@H]1CC=CCC1,-31.65
ZINC000371846955,COCc1nc(C)cc(N2CCN(C[C@@H]3CN(C)CCO3)C[C@@H]2C)n1,-28.6
ZINC000571028328,Cc1nc(Oc2ccc(C#N)c3ccccc23)nc(N(C)C)n1,-41.3
ZINC000408057495,Cc1cc(N2CCN(C(=O)CO)CC2)c2cc(Cl)cc(C)c2n1,-29.79
ZINC000352329743,CC(C)Cn1cc(N[C@H](C)c2nncn2C)c(C(F)F)n1,-41.91
ZINC000140525310,O=C(CN1CC[C@@]2(O)CCCC[C@H]2C1)NC(C1CC1)C1CC1,-19.75
ZINC000368795374,COc1ccc(CCCC(=O)N2CC[C@@]3(C2)CCCN(C)C3=O)cc1,-31.93
ZINC000548931718,Cc1nccn1CCCNC(=O)c1ccc(S(N)(=O)=O)cc1F,-42.14
ZINC000374568188,COCCN1CCCN(CCCO[C@H]2CCCCO2)CC1=O,-33.81
ZINC000346279139,CC(C)[C@@H](C(=O)N1CCN([C@@H]2C[C@@H]2C)C[C@H](C)C1)N1CCCCC1,-7.04
ZINC000451002023,CC[C@H]1CN(CC2(C(=O)OC)CC2)C[C@H](C)S1(=O)=O,-27.06
ZINC000415446673,NC[C@@H]1CCC[C@@H]1NC(=O)C(=O)Nc1ccc(N2CCCC2=O)cc1,-24.85
ZINC000361099808,CC[C@H](NC(=O)C(=O)N[C@H]1CCO[C@H](C2CC2)C1)C1CCOCC1,-27.98
ZINC000351601776,C[C@H](Oc1ccc(C#N)cc1)C(=O)N(C)[C@H]1CCC[C@@H](C)C1,-32.04
ZINC000347285214,COC(=O)[C@H](Cc1ccccc1)[C@H](C)NC(=O)c1ccncc1C,-24.77
ZINC000370531652,CC(C)=C(F)C(=O)N1CCC[C@H](C(=O)Nc2nccs2)C1,-43.93
ZINC000353573407,C[C@H](NCCCn1cc(CO)nn1)[C@@H]1C[C@@H]1c1ccccc1,-27.49
ZINC000119092241,CCOC(=O)CN(Cc1nc(C)c(C)o1)[C@@H](C)c1ccccc1,-26.58
ZINC000574613555,CC(=O)N(c1ccc(NC(=O)N2CC3(CCC3(F)F)C2)cc1)C1CC1,-48.2
ZINC000066125017,CC[C@H](C)N(C)CCNC(=O)Cc1ccc(C)nc1,-11.06
ZINC000336268246,C[C@@H](NC(=O)[C@H]1CCCNC1)c1cc2ccccc2s1,-19.42
ZINC000342696586,COc1ccc(C(=O)NCCOCCCO)cc1-n1cnnn1,-39.9
ZINC000274275157,Cc1nnc([C@H](C)N[C@H](C)c2ccccc2O)s1,-37.8
ZINC000275069796,CCC(C)(C)N[C@@H](C)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,-18.95
ZINC000269687439,C[C@H]1CO[C@@H](c2ccccc2)CN1C(=O)c1cccc(N)n1,-45.75
ZINC000344959639,c1cnn(-c2ccc(CNC3(c4ccc5c(c4)OCO5)CC3)cc2)c1,-24.97
ZINC000273466145,N#C[C@@H]1CSCCN1C(=O)c1ccc2c(c1O)CCCC2,-33.82
ZINC000371035811,O=C(c1cc(F)ccc1F)N1CCOC[C@H]1c1ccco1,-28.24
ZINC000350136647,CCOCCN(CC)c1nnc([C@@H]2CCO[C@H]2C(C)(C)C)n1C,-19.7
ZINC000127177022,N#Cc1cccc(S(=O)(=O)NCCCn2ccnn2)c1,-35.56
ZINC000545867159,Cc1nc(CCN=c2cc[nH]cc2C(N)=O)cs1,-40.06
ZINC000276283627,Cc1cc(O)cc(=O)n1CCC(=O)NC[C@@]1(O)CCSC1,-56.52
ZINC000118633626,C=CCCC(=O)N[C@H]1CS(=O)(=O)c2ccccc21,-38.88
ZINC000375843843,COc1ccc(O)c([C@H](C)NC[C@@H]2CCCn3ccnc32)c1,-19.67
ZINC000194796626,C[C@@H](CNC(=O)[C@H]1CNC(=O)C1)N1CCc2ccccc2C1,-30.81
ZINC000495650094,COc1csc(C(=O)OC[C@@H]2CNC(=O)O2)c1,-38.71
ZINC000292237022,CCn1ccnc1C(=O)N1CCO[C@@H](c2ccsc2)C1,-30.32
ZINC000299411525,CCCN(Cc1noc(C)n1)[C@H]1CCc2ccccc21,-28.0
